FY,Insurer,pending_start_count,pending_start_amount,intimated_count,intimated_amount,total_claims_count,total_claims_amount,paid_count,paid_amount,repudiated_count,repudiated_amount,rejected_count,rejected_amount,unclaimed_count,unclaimed_amount,pending_end_count,pending_end_amount,pending_lt_3m,pending_3_to_6m,pending_6m_to_1y,pending_gt_1y,Low_Volume_Flag,Count_CSR,Value_CSR,Count_Value_Gap,Unclaimed_Ratio,Pending_Rate,Long_Pending_Share,Repudiation_Rate
2020-21,Future Generali,3,0.31135,1223,55.47313514400003,1226,55.78448514400002,1163,48.11054702900007,55,4.959686694,0,0.0,0,0.002945421,8,2.711305999999956,8.0,0.0,0.0,0.0,False,94.86133768352364,86.24359784769774,8.617739835825901,0.005280000330552121,0.6525285481239804,0.0,4.486133768352365
2020-21,HDFC Life,35,17.578717205,16941,1277.962531953428,16976,1295.541249158428,16639,1037.232953660431,84,39.981818516,58,47.954496996,17,3.133491636,178,167.238488349997,135.0,38.0,5.0,0.0,False,98.01484448633366,80.06174672818857,17.95309775814509,0.24186737690023288,1.0485391140433553,0.0,0.4948162111215834
2020-21,ICICI Prudential,95,43.70162686145701,14734,1643.048773052431,14829,1686.750399913888,14518,1504.643617984477,289,174.135916712,0,0.0,6,0.1476528215914,16,7.823212395820526,12.0,3.0,1.0,0.0,False,97.90275810911052,89.20369119588128,8.699066913229245,0.00875368528733937,0.10789668892035875,0.0,1.9488839436239802
2020-21,India First,9,2.531358599,2972,117.736802332,2981,120.268160931,2886,109.640756124,80,6.674796483000001,0,0.0,0,0.0,15,3.952608324000033,5.0,2.0,1.0,7.0,False,96.8131499496813,91.16357585853738,5.6495740911439185,0.0,0.5031868500503187,46.666666666666664,2.683663200268366
2020-21,Kotak Mahindra,9,12.142200569,4393,301.9995792129998,4402,314.1417797819998,4336,299.9150401079988,50,6.949741988000001,0,0.0,0,0.0,16,7.276997686001009,8.0,1.0,0.0,7.0,False,98.50068150840528,95.47123605020838,3.0294454581969035,0.0,0.3634711494775102,43.75,1.1358473421172195
2020-21,Axis Max Life,1,0.01500105,20051,928.0720800700008,20052,928.0870811200008,19922,885.5722737720009,129,42.014807348,0,0.0,0,0.0,1,0.499999999999865,1.0,0.0,0.0,0.0,False,99.35168561739476,95.4190928617718,3.932592755622963,0.0,0.004987033712347895,0.0,0.6433273488928786
2020-21,PNB Met Life,0,0.0,5315,353.1580018290001,5315,353.1580018290001,5218,331.7032233559996,97,21.454778473,0,0.0,0,0.0,0,4.902744876744691e-13,0.0,0.0,0.0,0.0,False,98.17497648165569,93.92487828057511,4.250098201080576,0.0,0.0,,1.8250235183443086
2020-21,Pramerica Life,2,0.2215079923000011,645,29.28606844874687,647,29.50757644104688,638,28.625236416,8,0.673790559,0,0.0,0,0.0,1,0.2085494660468723,1.0,0.0,0.0,0.0,False,98.60896445131375,97.00978483675301,1.5991796145607395,0.0,0.1545595054095827,0.0,1.2364760432766615
2020-21,Reliance Nippon,2,0.5719593880999979,9414,215.421583281,9416,215.9935426691,9274,205.261737213,138,9.248403224,0,0.0,0,0.0,4,1.483402232099978,4.0,0.0,0.0,0.0,False,98.49192863211555,95.03142301224207,3.460505619873473,0.0,0.04248088360237893,0.0,1.465590484282073
2020-21,Sahara,46,0.579634133,839,8.677096441,885,9.256730574,860,9.022812241,16,0.210218333,7,0.0,0,0.0,2,0.0237,2.0,0.0,0.0,0.0,False,97.17514124293785,97.47299188271697,-0.29785063977911364,0.0,0.22598870056497175,0.0,1.807909604519774
2020-21,SBI Life,36,7.776073142000121,34183,1614.551156835577,34219,1622.327229977577,31855,1398.775248805,1302,103.960217938,0,0.0,150,18.05119368857798,912,101.5405695459998,763.0,143.0,5.0,1.0,False,93.09155732195565,86.22029039260676,6.8712669293488915,1.1126727922102049,2.665186007773459,0.10964912280701754,3.8049037084660573
2020-21,Shriram,5,0.1194441,3681,123.545609319,3686,123.665053419,3506,95.810657865,137,18.721729116,32,8.151059898,0,0.0,11,0.9816065399999944,9.0,0.0,2.0,0.0,False,95.11665762344005,77.4759361809159,17.640721442524153,0.0,0.2984264785675529,0.0,3.716766142159523
2020-21,Star Union,3,0.721065,1632,77.40495871700011,1635,78.12602371700011,1569,72.494127605,58,4.613484112,0,0.0,0,0.0,8,1.018412000000106,8.0,0.0,0.0,0.0,False,95.96330275229357,92.7912674368264,3.17203531546717,0.0,0.4892966360856269,0.0,3.547400611620795
2020-21,Tata AIA,0,0.0,4648,546.3299999999999,4648,546.3299999999999,4556,478.4,90,63.53,0,0.0,0,0.0,2,4.399999999999949,1.0,1.0,0.0,0.0,False,98.02065404475043,87.56612303918878,10.454531005561648,0.0,0.04302925989672978,0.0,1.93631669535284
2021-22,LIC,1725,292.42,1365379,29293.46,1367104,29585.88,1349865,28408.38,8713,347.1899999999999,3619,8.5,2625,461.66,2282,360.1499999999964,1211.0,1071.0,0.0,0.0,False,98.73901327185057,96.02006092095283,2.7189523508977373,1.560406518244514,0.16692219465380834,0.0,0.6373326389213988
2021-22,Aditya Birla Sun Life,11,3.637907524440021,9997,876.6850449225901,10008,880.3229524470302,9815,846.43431385759,186,32.98099327508,0,0.0,0,0.0,7,0.9076453143601172,7.0,0.0,0.0,0.0,False,98.07154276578737,96.15043110085452,1.9211116649328517,0.0,0.06994404476418865,0.0,1.8585131894484412
2021-22,Bandhan,0,0.0,720,276.48,720,276.48,713,273.04,6,3.42,0,0.0,0,0.0,1,0.0199999999999978,1.0,0.0,0.0,0.0,False,99.02777777777779,98.75578703703704,0.2719907407407476,0.0,0.1388888888888889,0.0,0.8333333333333334
2021-22,Ageas Federal,50,6.698501543,2644,128.0327579171999,2694,134.7312594601999,2614,122.6292489601999,57,8.6695374,0,0.0,0,0.0,23,3.432473099999978,22.0,1.0,0.0,0.0,False,97.03043801039347,91.01766691079216,6.012771099601309,0.0,0.8537490720118782,0.0,2.1158129175946545
2021-22,Aviva,0,1.06581410364015e-14,1672,270.9491353,1672,270.9491353,1645,266.6992005,27,4.2499348,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,98.38516746411483,98.43146397374754,-0.046296509632711036,0.0,0.0,,1.6148325358851676
2021-22,Bajaj Allianz,5,3.7,21045,822.2737754914108,21050,825.9737754914108,20844,771.8780358884093,195,44.725080377,0,0.0,0,0.0,11,9.370659226001557,11.0,0.0,0.0,0.0,False,99.02137767220903,93.45067104935416,5.570706622854871,0.0,0.052256532066508314,0.0,0.9263657957244655
2021-22,Bharti Axa,0,0.0,3203,243.5880589976307,3203,243.5880589976307,3174,234.7198948926308,27,2.044654105,0,0.0,0,0.0,2,6.82350999999992,1.0,0.0,1.0,0.0,False,99.09459881361224,96.35936008460655,2.7352387290056868,0.0,0.06244146113019045,0.0,0.8429597252575711
2021-22,Canara HSBC,25,5.867974300000001,2788,282.233417916,2813,288.101392216,2769,277.7949103980005,41,7.806481817999999,0,0.0,0,0.0,3,2.499999999999441,3.0,0.0,0.0,0.0,False,98.43583362957696,96.42261991907614,2.013213710500821,0.0,0.10664770707429791,0.0,1.457518663348738
2021-22,Edelweiss Life,2,3.0,993,156.863103773,995,159.863103773,976,152.062587865,19,7.800515907999999,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,98.09045226130654,95.12050265264682,2.969949608659718,0.0,0.0,,1.9095477386934674
2021-22,Exide Life,63,8.784217400000024,7216,309.8332942180002,7279,318.6175116180002,7213,306.8087789380001,7,0.3208976,0,0.0,0,0.0,59,11.4878350800001,54.0,2.0,3.0,0.0,False,99.09328204423684,96.29375905296821,2.7995229912686312,0.0,0.8105508998488803,0.0,0.09616705591427394
2021-22,Future Generali,8,2.711306,1656,83.98179060241003,1664,86.69309660241002,1600,77.67319543040996,64,9.019901172,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,96.15384615384616,89.5955946603604,6.558251493485756,0.0,0.0,,3.8461538461538463
2021-22,HDFC Life,178,167.23848835,26944,2751.005783201996,27122,2918.244271551996,26758,2608.221586656001,136,107.3566806,188,171.828822256,17,5.65633644,23,25.18084559999419,19.0,4.0,0.0,0.0,False,98.65791608288474,89.37639703714325,9.28151904574149,0.1938266955628021,0.08480200575178821,0.0,0.5014379470540521
2021-22,ICICI Prudential,16,7.823212343975997,22265,3110.21587154082,22281,3118.039083884796,21795,2977.495652192047,398,112.253637921,0,0.0,8,0.774485620424,80,27.51530815132452,19.0,22.0,36.0,3.0,False,97.81876935505588,95.49256991616524,2.32619943889064,0.024838868262647324,0.35905031192495845,3.75,1.7862753018266686
2021-22,India First,15,3.95,4922,245.576270107,4937,249.526270107,4785,227.308790278,143,18.18176921,0,0.0,0,0.0,9,4.035710618999929,0.0,3.0,0.0,6.0,False,96.92120721085679,91.09613596216829,5.825071248688502,0.0,0.18229694146242656,66.66666666666666,2.896495847680778
2021-22,Kotak Mahindra,16,7.276997686000001,7117,606.3103075589993,7133,613.5873052449992,7049,586.1454367059971,60,19.126574967,0,0.0,0,0.0,24,8.315293572002144,13.0,2.0,1.0,8.0,False,98.82237487733072,95.52763424138234,3.294740635948372,0.0,0.3364643207626525,33.33333333333333,0.8411608019066312
2021-22,Axis Max Life,1,0.5,31034,2076.813368601999,31035,2077.313368601999,30830,2008.943221541997,205,68.37014699199999,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,99.33945545352022,96.70872252143575,2.63073293208447,0.0,0.0,,0.6605445464797809
2021-22,PNB Met Life,0,0.0,8586,717.4268524780003,8586,717.4268524780003,8357,669.6905082580006,224,43.20785862,0,0.0,3,2.0284856,2,2.499999999999754,1.0,0.0,1.0,0.0,False,97.33286745865362,93.34617263695694,3.9866948216966875,0.2827445882452808,0.023293733985557886,0.0,2.608898206382483
2021-22,Pramerica Life,1,0.21,1060,52.82870637052405,1061,53.03870637052405,1043,51.34,16,1.5,0,0.0,0,0.0,2,0.1987063705240431,2.0,0.0,0.0,0.0,False,98.30348727615457,96.79723264994998,1.5062546262045942,0.0,0.1885014137606032,0.0,1.5080113100848256
2021-22,Reliance Nippon,4,1.481905123999999,13726,359.2811494469995,13730,360.7630545709995,13548,344.1429030129995,174,14.482292557,0,0.0,5,1.596379737999999,3,0.5414792629999783,1.0,2.0,0.0,0.0,False,98.67443554260743,95.39305609390524,3.2813794487021823,0.4425008929748447,0.021849963583394028,0.0,1.2672978878368535
2021-22,Sahara,2,0.0237,1164,12.823381951,1166,12.847081951,1132,12.47292594,16,0.313778519,15,0.0005,0,0.0,3,0.0598774920000002,2.0,0.0,1.0,0.0,False,97.08404802744425,97.08761871040392,-0.003570682959662008,0.0,0.2572898799313894,0.0,1.3722126929674099
2021-22,SBI Life,912,101.5405695,54874,2808.60417088374,55786,2910.14474038374,54140,2751.527538312513,1541,127.575616245,0,0.0,69,10.64334746873002,36,20.4,20.0,16.0,0.0,0.0,False,97.04943892732943,94.54950814404127,2.499930783288164,0.365732580961817,0.06453231993690173,0.0,2.7623418061879326
2021-22,Shriram,11,0.98160654,5854,202.180575944,5865,203.162182484,5620,167.393392716,163,23.578231328,78,12.12551044,0,0.0,4,0.0650479999999742,4.0,0.0,0.0,0.0,False,95.82267689684569,82.3939724752578,13.428704421587895,0.0,0.06820119352088662,0.0,2.7791986359761296
2021-22,Star Union,8,1.018412,2943,170.29835069,2951,171.31676269,2875,156.600752255,74,14.316010435,0,0.0,0,0.0,2,0.3999999999999879,0.0,1.0,1.0,0.0,False,97.42460182988818,91.41005806791435,6.014543761973826,0.0,0.06777363605557439,0.0,2.507624534056252
2021-22,Tata AIA,2,4.4,8067,1599.527197366999,8069,1603.927197366999,7950,1518.17,117,80.629797404,0,0.0,0,0.0,2,5.127399962999206,2.0,0.0,0.0,0.0,False,98.5252199776924,94.6532986342661,3.8719213434263082,0.0,0.024786218862312553,0.0,1.4499938034452844
2022-23,LIC,2282,360.15,919925,18967.48,922207,19327.63,908576,18397.77,8003,416.92,4326,14.75,627,192.32,675,305.8700000000005,655.0,20.0,0.0,0.0,False,98.5219153617355,95.18896005356062,3.332955308174874,0.9950521610771729,0.07319397922592216,0.0,0.867809504807489
2022-23,Aditya Birla Sun Life,7,0.9076453143598676,6307,496.0494774814102,6314,496.9571227957701,6195,458.324486033,119,38.632636762,0,0.0,0,0.0,0,7.70114638726227e-10,0.0,0.0,0.0,0.0,False,98.11529933481154,92.22616298455861,5.889136350252926,0.0,0.0,,1.8847006651884701
2022-23,Bandhan,1,0.02,315,86.67,316,86.69,314,86.14,2,0.54,0,0.0,0,0.0,0,0.0099999999999971,0.0,0.0,0.0,0.0,True,99.36708860759494,99.36555542738493,0.001533180210003593,0.0,0.0,,0.6329113924050633
2022-23,Ageas Federal,23,3.4324731,1422,64.03840132949989,1445,67.47087442949989,1388,61.04529468259989,45,4.227628144,0,0.0,0,0.0,12,2.197951602899999,12.0,0.0,0.0,0.0,False,96.0553633217993,90.47651330854758,5.578850013251724,0.0,0.8304498269896194,0.0,3.1141868512110724
2022-23,Aviva,0,0.0,803,98.8486411,803,98.8486411,793,97.6049325,10,1.2437086,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,98.75466998754669,98.7418050605857,0.012864926960986622,0.0,0.0,,1.2453300124533
2022-23,Bajaj Allianz,11,9.370659226,15491,630.4333005290001,15502,639.8039597550002,15353,603.0331450079996,145,33.082813747,0,0.0,0,0.0,4,3.688001000000604,3.0,1.0,0.0,0.0,False,99.03883369887755,94.2527997543058,4.786033944571756,0.0,0.02580312217778351,0.0,0.9353631789446524
2022-23,Bharti Axa,2,6.82,2114,143.9073191626207,2116,150.7273191626207,2097,147.8472550866206,19,2.883574076,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,99.10207939508507,98.08922225114827,1.0128571439367988,0.0,0.0,,0.8979206049149339
2022-23,Canara HSBC,3,2.5,2116,191.2588409470001,2119,193.7588409470001,2098,186.1910157210003,19,6.517825226,0,0.0,0,0.0,2,1.049999999999797,2.0,0.0,0.0,0.0,False,99.00896649362907,96.09420391399334,2.9147625796357346,0.0,0.09438414346389806,0.0,0.8966493629070316
2022-23,Edelweiss Life,0,0.0,500,63.0452073466667,500,63.0452073466667,496,59.01554794666671,4,4.0296594,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,99.2,93.60830177329403,5.591698226705972,0.0,0.0,,0.8
2022-23,Future Generali,0,0.0,988,41.04612488654499,988,41.04612488654499,939,32.81136757354501,49,8.234757313,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,95.04048582995951,79.9377959898491,15.1026898401104,0.0,0.0,,4.959514170040486
2022-23,HDFC Life,23,25.1808456,17535,1415.021105689003,17558,1440.201951289004,17451,1389.903975789004,103,44.7979754,0,0.0,0,0.0,4,5.500000099999895,4.0,0.0,0.0,0.0,False,99.39059118350609,96.50757482622612,2.8830163572799705,0.0,0.022781637999772182,0.0,0.5866271784941337
2022-23,ICICI Prudential,80,27.515308205959,14253,2114.836725370573,14333,2142.352033576532,13656,1949.699139506151,638,182.1254161620001,0,0.0,19,3.7606930653843,20,6.766784842997184,8.0,0.0,4.0,8.0,False,95.2766343403335,91.00741189818564,4.269222442147864,0.17554038768810754,0.13953812879369287,40.0,4.451266308518802
2022-23,India First,9,4.04,3138,169.355402059,3147,173.395402059,3054,159.8144784139999,83,9.544867437,0,0.0,0,0.0,10,4.036056208000099,3.0,1.0,0.0,6.0,False,97.04480457578646,92.16765641779877,4.8771481579876905,0.0,0.31776294884016526,60.0,2.6374324753733713
2022-23,Kotak Mahindra,24,8.315293572000002,4309,333.5116594369997,4333,341.8269530089997,4257,320.9181235649975,65,15.518537425,0,0.0,0,0.0,11,5.39029201900215,8.0,0.0,0.0,3.0,False,98.24601892453265,93.88321217506459,4.362806749468064,0.0,0.2538656819755366,27.27272727272727,1.500115393491807
2022-23,Axis Max Life,0,0.0,19659,1312.466045429999,19659,1312.466045429999,19563,1242.151156224,96,70.314889196,0,0.0,0,0.0,0,9.998501582231256e-09,0.0,0.0,0.0,0.0,False,99.51167404242331,94.64253650973791,4.8691375326854,0.0,0.0,,0.4883259575766824
2022-23,PNB Met Life,2,2.5,5290,422.8358461510001,5292,425.3358461510001,5242,407.3253729500001,48,17.951083439,0,0.0,1,0.026918666,1,0.0324710959999701,1.0,0.0,0.0,0.0,False,99.0551776266062,95.76558774343086,3.2895898831753385,0.006328802578855181,0.01889644746787604,0.0,0.9070294784580499
2022-23,Pramerica Life,2,0.2030084995,751,30.38454837526001,753,30.58755687476001,744,29.82380857679473,8,0.5122386976893796,1,0.2515096,0,0.0,0,2.758956396675671e-10,0.0,0.0,0.0,0.0,False,98.80478087649402,97.50307518481313,1.301705691680894,0.0,0.0,,1.0624169986719787
2022-23,Reliance Nippon,3,0.5414792630000002,8756,218.7211527860001,8759,219.2626320490001,8635,204.0644193120005,122,14.328732087,0,0.0,1,0.100811373,1,0.7686692769995522,1.0,0.0,0.0,0.0,False,98.58431327777144,93.06848932945256,5.515823948318882,0.04597745272777306,0.011416828405069072,0.0,1.3928530654184268
2022-23,Sahara,3,0.06,654,5.442383669000001,657,5.502383669,643,5.309279919,7,0.14774375,4,0.0,0,0.0,3,0.0453600000000005,2.0,0.0,1.0,0.0,False,97.86910197869102,96.49054370585003,1.3785582728409906,0.0,0.45662100456621,0.0,1.06544901065449
2022-23,SBI Life,36,20.39823840349522,36860,1745.8832201085,36896,1766.281458511995,35807,1676.950150618001,1007,75.02896500000001,0,0.0,47,9.447757172999998,35,4.854585720994324,17.0,16.0,2.0,0.0,False,97.04846053772766,94.94240810469408,2.1060524330335824,0.5348953377430156,0.09486123156981786,0.0,2.7292931483087597
2022-23,Shriram,4,0.065048,3999,140.9816816203333,4003,141.0467296203333,3899,109.4921529463333,86,22.530988991,13,8.6813401,0,0.0,5,0.3422475829999883,5.0,0.0,0.0,0.0,False,97.40194853859605,77.6282819467435,19.773666591852546,0.0,0.12490632025980515,0.0,2.1483887084686484
2022-23,Star Union,2,0.4,1804,120.930919216,1806,121.330919216,1735,113.462031465,68,7.251887751000001,0,0.0,0,0.0,3,0.6170000000000018,3.0,0.0,0.0,0.0,False,96.06866002214839,93.51452391373432,2.5541361084140703,0.0,0.16611295681063123,0.0,3.7652270210409746
2022-23,Tata AIA,2,5.13,5473,816.5746052730001,5475,821.7046052730001,5421,776.6994132730001,53,44.705192,0,0.0,1,0.3,0,0.0,0.0,0.0,0.0,0.0,False,99.01369863013699,94.52294757614902,4.490751053987964,0.03650947044410553,0.0,,0.9680365296803652
2023-24,LIC,675,305.87,844312,18462.32,844987,18768.19,829318,17862.87,8857,502.44,6007,15.06,530,43.77,275,344.0499999999997,198.0,77.0,0.0,0.0,False,98.14565194494116,95.17630629272189,2.9693456522192747,0.2332137515658143,0.032544879388676985,0.0,1.0481818063473167
2023-24,Acko Life,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,
2023-24,Aditya Birla Sun Life,0,0.0,6304,525.5700114240002,6304,525.5700114240002,6203,496.5150084559992,95,26.426531333,0,0.0,0,0.0,6,2.628471635001016,6.0,0.0,0.0,0.0,False,98.39784263959392,94.4717159776148,3.9261266619791115,0.0,0.0951776649746193,0.0,1.506979695431472
2023-24,Bandhan,0,0.01,295,84.88532027100001,295,84.89532027100002,294,79.921128356,1,4.9705205,0,0.0,0,0.0,0,0.0036714150000198,0.0,0.0,0.0,0.0,True,99.66101694915255,94.14079374561334,5.520223203539217,0.0,0.0,,0.3389830508474576
2023-24,Ageas Federal,12,2.20239108,1213,72.65407934250004,1225,74.85647042250004,1182,66.64908304819997,38,6.014925854299999,0,0.0,0,0.0,5,2.19246152000007,5.0,0.0,0.0,0.0,False,96.48979591836735,89.03583440686361,7.453961511503735,0.0,0.40816326530612246,0.0,3.1020408163265305
2023-24,Aviva,0,0.0,783,106.04,783,106.04,775,105.24,8,0.8,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,98.97828863346105,99.24556771029799,-0.2672790768369424,0.0,0.0,,1.0217113665389528
2023-24,Bajaj Allianz,4,3.688001,14805,658.4046497201,14809,662.0926507201,14695,615.1774949391,110,38.18776538100001,0,0.0,0,0.0,4,8.727390399999948,4.0,0.0,0.0,0.0,False,99.23019785265717,92.9141101732553,6.316087679401875,0.0,0.027010601661152003,0.0,0.74279154568168
2023-24,Bharti Axa,0,0.0,2016,142.6476243826926,2016,142.6476243826926,1996,137.6224079469366,20,5.025216433,0,0.0,0,0.0,0,2.755993655512157e-09,0.0,0.0,0.0,0.0,False,99.0079365079365,96.47718182654451,2.530754681391997,0.0,0.0,,0.992063492063492
2023-24,Credit Access Life,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,
2023-24,Canara HSBC,2,1.05,2461,210.3552301260003,2463,211.4052301260003,2444,206.9292812970005,17,3.603815529,0,0.0,0,0.0,2,0.8721332999997475,2.0,0.0,0.0,0.0,False,99.22858302882663,97.88276343667937,1.345819592147265,0.0,0.08120178643930166,0.0,0.6902151847340642
2023-24,Edelweiss Life,0,0.0,522,64.12515328699999,522,64.12515328699999,518,62.91,4,1.2193797,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,99.23371647509579,98.10502864365654,1.128687831439251,0.0,0.0,,0.7662835249042145
2023-24,Future Generali,0,0.0,969,39.33946974399999,969,39.33946974399999,931,36.14365235300002,37,2.954317391,0,0.0,1,0.2415,0,0.0,0.0,0.0,0.0,0.0,False,96.07843137254902,91.87630791213857,4.202123460410448,0.6138872780226868,0.0,,3.8183694530443755
2023-24,Godigit Life,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,
2023-24,HDFC Life,4,5.500000099999895,19432,1649.622493348001,19436,1655.122493448001,19338,1583.995421448006,90,59.7216759,0,0.0,0,0.0,8,11.40539609999431,5.0,0.0,3.0,0.0,False,99.49578102490224,95.70260978981557,3.7931712350866746,0.0,0.041160732661041366,0.0,0.46305824243671534
2023-24,ICICI Prudential,20,6.766784243999997,13503,1883.651764261,13523,1890.418548505,13411,1866.877790205,108,22.147376,0,0.0,1,1.19851,3,0.1948723000001056,0.0,0.0,1.0,2.0,False,99.17178140945056,98.75473300245511,0.4170484069954483,0.06339918749463275,0.02218442653257413,66.66666666666666,0.7986393551726688
2023-24,India First,10,4.036056208000099,3356,185.9984351129996,3366,190.0344913209997,3300,178.2968789449997,59,8.619812375999999,0,0.0,0,0.0,7,3.117799999999988,3.0,0.0,0.0,4.0,False,98.0392156862745,93.82343052863322,4.215785157641278,0.0,0.20796197266785502,57.14285714285714,1.7528223410576353
2023-24,Kotak Mahindra,11,5.390292019,4364,349.520950601,4375,354.91124262,4300,335.7134930709981,68,13.335956529,0,0.0,0,0.0,7,5.861793020001855,5.0,1.0,0.0,1.0,False,98.28571428571429,94.59083082088871,3.6948834648255797,0.0,0.16,14.285714285714285,1.5542857142857143
2023-24,Axis Max Life,0,0.0,19638,1291.826966673999,19638,1291.826966673999,19569,1254.387943363998,69,37.439023341,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,99.64864039107853,97.10185463875294,2.54678575232559,0.0,0.0,,0.35135960892147877
2023-24,PNB Met Life,1,0.032471096,5724,474.2862846439999,5725,474.3187557399999,5679,462.1959041329994,46,12.122851607,0,0.0,0,0.0,0,4.849454171562684e-13,0.0,0.0,0.0,0.0,False,99.19650655021834,97.44415512557852,1.7523514246398264,0.0,0.0,,0.8034934497816594
2023-24,Pramerica Life,0,0.0,741,32.43521256085654,741,32.43521256085654,734,31.48557454,6,0.8754300015554691,0,0.0,0,0.0,1,0.0742080193010742,1.0,0.0,0.0,0.0,False,99.05533063427801,97.07220040850733,1.9831302257706795,0.0,0.1349527665317139,0.0,0.8097165991902834
2023-24,Reliance Nippon,1,0.7686692769999999,8174,224.3689044030004,8175,225.1375736800003,8072,212.5285537000012,88,9.796265560999998,0,0.0,4,0.362068384,11,2.45068603499912,9.0,0.0,2.0,0.0,False,98.74006116207951,94.3994155334014,4.340645628678118,0.16082094964504975,0.1345565749235474,0.0,1.0764525993883791
